City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,kaeo,-35.1,173.7833,23.51,77,8,5.65,NZ,1681101098
368,carmen,18.6333,-91.8333,25.8,78,6,7.26,MX,1681101098
369,islahiye,37.025,36.6306,13.47,81,100,3.34,TR,1681101098
370,lexington,37.9887,-84.4777,9.0,50,0,3.09,US,1681100821
371,marrakesh,31.6315,-8.0083,15.04,72,2,1.54,MA,1681100829
372,campos sales,-7.0744,-40.3761,20.34,94,98,1.53,BR,1681101099
373,zhigansk,66.7697,123.3711,-16.29,72,99,2.06,RU,1681101099
374,xingtai,37.0631,114.4942,30.23,23,40,5.39,CN,1681101100
375,nuevitas,21.5453,-77.2644,22.78,84,57,1.72,CU,1681101100
376,ambulu,-8.345,113.6058,27.14,80,98,2.35,ID,1681101100
377,zambezi,-13.5432,23.1047,17.9,92,99,1.76,ZM,1681101100
378,biloela,-24.4167,150.5,28.9,18,0,4.71,AU,1681101100
379,gribanovskiy,51.4579,41.9764,7.85,55,57,1.9,RU,1681101101
380,chumikan,54.7183,135.315,0.47,68,16,0.79,RU,1681101101
381,mandalgovi,45.7625,106.2708,-3.18,16,79,16.17,MN,1681101101
382,marsh harbour,26.5412,-77.0636,24.38,75,100,4.56,BS,1681101101
383,beisfjord,68.3751,17.5988,0.03,83,17,2.81,NO,1681101101
384,copiapo,-27.3667,-70.3333,15.83,62,0,0.17,CL,1681100968
385,richards bay,-28.783,32.0377,22.87,88,100,4.78,ZA,1681100833
386,bilibino,68.0546,166.4372,-13.69,75,1,2.65,RU,1681101102
387,opuwo,-18.0607,13.84,20.61,43,65,0.64,NA,1681101102
388,raudeberg,61.9875,5.1352,6.37,75,100,6.51,NO,1681101102
389,sao filipe,14.8961,-24.4956,21.83,67,19,4.37,CV,1681101102
390,batagay-alyta,67.8006,130.4114,-16.44,74,97,3.06,RU,1681101102
391,lubango,-14.9172,13.4925,15.92,82,0,1.03,AO,1681101102
392,lahij,13.1667,44.5833,25.11,75,21,3.73,YE,1681101103
393,pankovka,58.5,31.1999,4.47,87,21,1.19,RU,1681101103
394,waingapu,-9.6567,120.2641,25.25,90,100,5.12,ID,1681101103
395,bisira,8.5196,-81.7115,12.95,87,89,3.44,PA,1681101103
396,kalmar,56.6616,16.3616,-3.04,100,46,2.57,SE,1681101103
397,concepcion del oro,24.6333,-101.4167,14.89,58,60,3.64,MX,1681101103
398,tamandare,-8.7597,-35.1047,25.29,83,99,2.61,BR,1681101103
399,saint-georges,12.0564,-61.7485,25.82,83,75,7.72,GD,1681101103
400,okhotsk,59.3833,143.3,-2.25,68,3,10.8,RU,1681101104
401,safaga,26.7292,33.9365,24.21,70,57,0.72,EG,1681101104
402,basco,20.4487,121.9702,23.39,68,68,5.78,PH,1681101104
403,tahta,26.7693,31.5021,27.75,27,68,3.82,EG,1681101104
404,bambanglipuro,-7.95,110.2833,29.32,67,91,4.39,ID,1681101104
405,boguchany,58.3814,97.4531,-5.95,56,100,4.14,RU,1681101105
406,alta floresta,-9.8756,-56.0861,21.41,97,94,0.71,BR,1681101105
407,namatanai,-3.6667,152.4333,27.94,74,100,3.57,PG,1681101105
408,abha,18.2164,42.5053,14.9,63,0,0.0,SA,1681101105
409,calatayud,41.3535,-1.6432,13.19,48,98,1.04,ES,1681101105
410,marawi,7.9986,124.2928,26.8,63,96,3.56,PH,1681101106
411,nyurba,63.2842,118.3319,-11.21,76,100,1.87,RU,1681101106
412,los llanos de aridane,28.6585,-17.9182,16.86,69,75,7.2,ES,1681101106
413,te anau,-45.4167,167.7167,14.66,79,100,0.78,NZ,1681101106
414,mon,26.75,95.1,29.75,33,0,1.92,IN,1681101107
415,wilmington island,32.0036,-80.9737,15.55,60,100,3.09,US,1681100881
416,shingu,33.7333,135.9833,18.78,51,5,5.97,JP,1681101107
417,oyama,36.3,139.8,20.33,20,4,2.59,JP,1681101107
418,san quintin,30.4833,-115.95,14.58,86,0,3.41,MX,1681101107
419,saposoa,-6.934,-76.7716,20.74,97,79,0.8,PE,1681101107
420,bayanday,53.0661,105.5139,-8.12,43,96,8.48,RU,1681101107
421,aksarka,66.5606,67.7975,-14.72,83,98,9.15,RU,1681101108
422,husavik,66.0449,-17.3389,4.34,90,100,5.41,IS,1681101108
423,tampakan,6.4442,124.9264,30.16,70,92,1.3,PH,1681101108
424,tuatapere,-46.1333,167.6833,14.74,80,100,1.62,NZ,1681101108
425,geraldton,-28.7667,114.6,24.23,46,40,6.17,AU,1681101077
426,marquette,46.5333,-87.6335,6.69,88,100,5.04,US,1681101076
427,krasnyy chikoy,50.3643,108.7512,-5.61,64,99,9.51,RU,1681101109
428,khorramshahr,30.4397,48.1664,21.98,60,17,0.0,IR,1681101109
429,svetlogorsk,52.6333,29.7333,8.66,84,84,1.47,BY,1681101109
430,ilheus,-14.7889,-39.0494,24.27,88,56,0.45,BR,1681101109
431,varzea da palma,-17.5981,-44.7308,21.15,92,97,1.26,BR,1681101110
432,fountain,38.6822,-104.7008,13.18,31,0,4.63,US,1681101047
433,wonosobo,-7.36,109.9025,25.48,100,80,2.0,ID,1681101110
434,qax,41.4225,46.9242,8.55,55,56,1.86,AZ,1681101111
435,vermilion,40.1667,-87.7506,13.67,59,0,2.06,US,1681101111
436,north bend,43.4065,-124.2243,13.84,98,100,2.57,US,1681100877
437,obo,5.3998,26.4869,22.43,84,100,0.13,CF,1681101111
438,olafsvik,64.8945,-23.7142,4.49,86,84,5.46,IS,1681101111
439,tancitaro,19.3333,-102.3667,15.4,44,99,0.76,MX,1681101111
440,huejuquilla el alto,22.6,-103.8667,14.99,31,79,1.37,MX,1681101112
441,jiexiu,37.0244,111.9125,24.85,24,84,4.46,CN,1681101112
442,batagay,67.6333,134.6333,-10.94,65,8,4.0,RU,1681101112
443,cockburn town,21.4612,-71.1419,25.24,74,0,2.58,TC,1681101112
444,le moule,16.3332,-61.3473,24.02,100,39,6.04,GP,1681101113
445,khanu woralaksaburi,16.0617,99.8606,35.97,41,19,2.64,TH,1681101113
446,dubbo,-32.25,148.6167,18.07,39,75,6.69,AU,1681101113
447,goure,13.9835,10.2704,26.87,13,98,3.49,NE,1681101113
448,gamba,-2.65,10.0,24.47,89,100,1.32,GA,1681101113
449,taguatinga,-12.3857,-46.5711,21.66,95,100,1.14,BR,1681101113
450,simao,22.7886,100.9748,31.49,15,0,3.36,CN,1681101114
451,katangli,51.7102,143.2326,0.84,72,87,5.47,RU,1681101114
452,maniitsoq,65.4167,-52.9,-1.7,74,51,8.67,GL,1681101114
453,nioro,13.35,-15.75,21.4,44,1,3.44,GM,1681101114
454,chute-aux-outardes,49.1168,-68.399,0.99,75,0,6.69,CA,1681101115
455,codrington,-38.2667,141.9667,14.53,66,100,5.67,AU,1681101115
456,srandakan,-7.9386,110.2506,29.45,67,90,4.33,ID,1681101115
457,wamba,8.9333,8.6,24.0,79,100,1.11,NG,1681101115
458,araouane,18.9048,-3.5265,23.05,19,100,4.97,ML,1681101115
459,kitimat,54.0524,-128.6534,4.39,37,100,0.89,CA,1681101036
460,watertown,42.3709,-71.1828,5.62,58,0,3.58,US,1681101047
461,kingaroy,-26.5333,151.8333,23.98,25,20,6.42,AU,1681101116
462,emerald,-23.5333,148.1667,30.75,25,33,4.78,AU,1681101116
463,ulcinj,41.9294,19.2244,10.55,81,100,3.8,ME,1681101116
464,san carlos de bariloche,-41.1456,-71.3082,11.86,94,75,2.06,AR,1681101117
465,ranong,9.9658,98.6348,33.96,45,59,0.36,TH,1681101117
466,port blair,11.6667,92.75,32.02,62,40,2.57,IN,1681101117
467,honiara,-9.4333,159.95,28.43,80,98,1.09,SB,1681101117
468,lingao,19.9103,109.6859,29.19,65,72,4.5,CN,1681101117
469,pangnirtung,66.1451,-65.7125,-21.92,67,2,2.83,CA,1681101117
470,roxana,10.2753,-83.7513,25.02,85,27,1.49,CR,1681101117
471,rundu,-17.9333,19.7667,17.99,44,100,1.62,NA,1681101118
472,palencia,42.4167,-4.5,9.93,52,93,1.09,ES,1681101118
473,uarini,-2.99,-65.1083,22.47,99,100,1.05,BR,1681101118
474,petatlan,17.5167,-101.2667,24.72,67,54,1.01,MX,1681101119
475,maloy,61.9353,5.1136,6.85,75,100,6.48,NO,1681101119
476,hofn,64.2539,-15.2082,6.75,95,100,8.66,IS,1681101119
477,port shepstone,-30.7414,30.455,19.79,81,100,5.57,ZA,1681101119
478,ibra,22.6906,58.5334,26.55,48,33,0.59,OM,1681101120
479,sorland,67.667,12.6934,3.92,77,0,4.62,NO,1681101120
480,urumqi,43.801,87.6005,10.53,54,0,2.0,CN,1681101121
481,caravelas,-17.7125,-39.2481,23.97,92,77,4.78,BR,1681101121
482,kichera,55.9375,110.0997,-3.74,61,100,6.45,RU,1681101121
483,puerto berrio,6.4916,-74.4033,23.65,92,57,0.89,CO,1681101122
484,grindavik,63.8424,-22.4338,3.97,87,75,4.63,IS,1681101122
485,dumai,1.6833,101.45,32.98,49,66,1.81,ID,1681101122
486,sheregesh,52.9209,87.9869,1.71,69,100,3.87,RU,1681101123
487,cuiaba,-15.5961,-56.0967,22.96,100,0,1.03,BR,1681101123
488,coihaique,-45.5752,-72.0662,6.97,57,100,1.03,CL,1681101123
489,tutoia,-2.7619,-42.2744,24.71,86,100,1.01,BR,1681101124
490,ariguani,10.25,-74.0,27.23,67,100,1.32,CO,1681101124
491,linqiong,30.4159,103.4609,24.9,48,53,2.19,CN,1681101124
492,mossendjo,-2.9506,12.7261,20.41,100,100,0.53,CG,1681101125
493,pastavy,55.1168,26.8326,9.31,82,98,1.42,BY,1681101126
494,tatvan,38.5067,42.2817,7.6,87,100,2.59,TR,1681101126
495,hedaru,-4.5,37.9,22.76,78,97,1.13,TZ,1681101126
496,necochea,-38.5473,-58.7368,17.72,71,91,9.59,AR,1681100991
497,cortes,41.9395,-1.4396,13.03,52,97,2.33,ES,1681101127
498,arvika,59.6553,12.5852,3.34,87,100,1.23,SE,1681101127
499,hongjiang,27.11,109.9956,21.69,72,100,2.52,CN,1681101127
500,snina,48.9886,22.151,6.3,92,97,1.36,SK,1681101127
501,high level,58.5169,-117.136,10.06,53,100,2.06,CA,1681101127
502,talnakh,69.4865,88.3972,-20.77,88,21,0.47,RU,1681101067
503,uhlove,44.8215,33.6045,9.23,69,97,3.34,UA,1681101127
504,pareora,-44.4871,171.2132,16.21,93,100,2.08,NZ,1681101127
505,machinga,-15.1685,35.3,20.12,94,50,1.19,MW,1681101128
506,irbil,36.1926,44.0106,20.9,43,75,7.72,IQ,1681101128
507,awbari,26.5921,12.7805,14.17,49,99,3.17,LY,1681101128
508,nisia floresta,-6.0911,-35.2086,25.45,93,100,2.5,BR,1681101128
509,klyuchi,52.2667,79.1667,8.92,33,72,5.13,RU,1681101129
510,saint anthony,45.0205,-93.218,15.79,63,100,3.09,US,1681101037
511,khandbari,27.3747,87.2039,28.34,19,0,2.36,NP,1681101129
512,natal,-5.795,-35.2094,25.36,94,75,1.54,BR,1681101055
513,wonthaggi,-38.6044,145.5913,14.9,68,97,6.05,AU,1681101130
514,zeya,53.75,127.2667,3.92,49,100,3.21,RU,1681101130
515,zhanaozen,43.3,52.8,14.02,53,19,3.33,KZ,1681101130
516,puerto del rosario,28.5004,-13.8627,20.86,64,31,6.69,ES,1681101130
517,ha tinh,18.3333,105.9,28.04,67,90,2.66,VN,1681100858
518,makakilo city,21.3469,-158.0858,24.18,74,75,6.17,US,1681101131
519,buin,-33.7333,-70.75,20.62,28,79,1.38,CL,1681101131
520,chapais,49.7834,-74.8492,-0.12,92,16,4.11,CA,1681101131
521,dod ballapur,13.2919,77.5431,30.32,27,1,5.19,IN,1681101131
522,wattegama,6.7989,81.4808,31.0,57,30,4.09,LK,1681101132
523,cehegin,38.0924,-1.7985,15.45,32,42,2.77,ES,1681101132
524,bani,18.2833,-70.3333,23.07,84,11,1.47,DO,1681101133
525,eureka,40.8021,-124.1637,14.26,90,100,1.23,US,1681101001
526,eydhafushi,5.1033,73.0708,29.19,71,48,5.96,MV,1681101133
527,kurmanayevka,52.5093,52.0675,8.5,35,56,2.28,RU,1681101133
528,noumea,-22.2763,166.4572,30.99,71,34,1.9,NC,1681100537
529,suruc,36.9761,38.425,14.85,67,100,5.9,TR,1681101134
530,deputatskiy,69.3,139.9,-15.49,65,100,4.74,RU,1681101134
531,havre-saint-pierre,50.2334,-63.5986,0.2,86,40,6.69,CA,1681101134
532,barmer,25.75,71.3833,32.35,19,97,0.71,IN,1681101135
533,prince rupert,54.3161,-130.3201,5.83,86,100,10.8,CA,1681101042
534,margate,51.3813,1.3862,11.6,74,100,2.24,GB,1681101063
535,las lomas,8.4333,-82.4,24.58,68,99,2.73,PA,1681101135
536,vangaindrano,-23.35,47.6,23.25,86,5,1.09,MG,1681101135
537,kuala terengganu,5.3302,103.1408,31.97,66,20,2.57,MY,1681100930
538,nantucket,41.2835,-70.0995,5.03,64,0,3.09,US,1681101019
539,narsaq,60.9167,-46.05,-2.88,85,94,2.14,GL,1681101136
540,sechura,-5.5569,-80.8222,27.65,73,92,5.77,PE,1681101136
541,sao felix do xingu,-6.6447,-51.995,21.84,99,99,0.51,BR,1681101136
542,abu zabad,12.35,29.25,27.47,14,32,3.54,SD,1681101136
543,pevek,69.7008,170.3133,-22.25,94,75,0.63,RU,1681101137
544,quatre cocos,-20.2078,57.7625,27.83,80,96,5.13,MU,1681101137
545,sioux lookout,50.1001,-91.917,7.04,57,75,2.57,CA,1681101138
546,teya,60.3778,92.6267,-8.2,85,100,3.61,RU,1681101138
547,pura,15.6248,120.648,33.73,28,58,1.57,PH,1681101138
548,dudinka,69.4058,86.1778,-23.07,91,39,2.73,RU,1681101139
549,fairbanks,64.8378,-147.7164,-12.44,57,0,4.63,US,1681100994
550,almaznyy,48.0448,40.045,8.54,70,99,4.3,RU,1681101139
551,atambua,-9.1061,124.8925,25.27,84,98,3.68,ID,1681101139
552,karachi,24.9056,67.0822,25.9,73,20,3.09,PK,1681101139
553,san matias,-16.3667,-58.4,22.69,95,99,1.43,BO,1681101140
554,roald,62.5833,6.1333,5.18,81,75,3.6,NO,1681101140
555,pirojpur,22.5667,89.9833,37.07,23,0,1.82,BD,1681101140
556,paranaiba,-19.6772,-51.1908,20.06,93,39,1.83,BR,1681101140
